preco,detalhes.Condom√≠nio:,classe
225000,260,2
225000,130,2
225000,315,2
225000,180,2
225000,370,2
225000,270,2
225000,304,2
225000,175,2
225000,452,2
225000,309,2
225000,290,2
225000,260,2
225000,330,2
225000,400,2
225000,210,2
225000,178,2
225000,200,2
225000,320,2
225000,330,2
225000,200,2
225000,230,2
225000,130,2
225005,380,2
226368,380,2
227350,100,2
228000,358,2
228000,480,2
228000,100,2
229000,230,2
229000,270,2
229000,380,2
229000,150,2
229000,262,2
229000,465,2
229370,455,2
230000,540,2
230000,390,2
230000,320,2
230000,400,2
230000,300,2
230000,349,2
230000,310,2
230000,230,2
230000,379,2
230000,420,2
230000,530,2
230000,240,2
230000,320,2
230000,290,2
230000,50,2
230000,1,2
230000,1,2
230000,350,2
230000,220,2
230000,600,2
230000,450,2
230000,320,2
230000,390,2
230000,5000,2
230000,350,2
230000,310,2
230000,290,2
230000,406,2
230000,310,2
230000,300,2
230000,420,2
230000,250,2
230000,350,2
230000,250,2
230000,100,2
230000,50,2
230000,165,2
230000,500,2
230000,700,2
230000,350,2
230000,350,2
230000,50,2
230000,70,2
230000,235,2
230000,400,2
230000,200,2
230000,50,2
230000,260,2
230000,400,2
230000,125,2
230000,300,2
230000,320,2
230000,260,2
230000,350,2
230000,414,2
230000,272,2
230000,267,2
230000,480,2
230000,80,2
231000,220,2
232000,398,2
233000,300,2
234000,220,2
234000,250,2
234000,230,2
234000,500,2
234000,250000,2
235000,200,2
235000,313,2
235000,250,2
235000,380,2
235000,350,2
235000,320,2
235000,280,2
235000,400,2
235000,342,2
235000,530,2
235000,280,2
235000,334,2
235000,330,2
235000,230,2
235000,200,2
235000,360,2
235000,230,2
235000,300,2
235000,220,2
235000,500,2
235000,170,2
235000,218,2
235000,380,2
235000,340,2
235000,356,2
235000,200,2
235000,266,2
235900,850,2
236000,183,2
236000,250,2
237000,377,2
237037,300,2
237500,590,2
237700,330,2
238000,230,2
238000,270,2
238900,300,2
239000,300,2
239000,295,2
239000,250,2
239000,290,2
239000,280,2
239900,267,2
239900,252,2
239988,360,2
240000,300,2
240000,300,2
240000,1,2
240000,488,2
240000,128,2
240000,140,2
240000,315,2
240000,188,2
240000,450,2
240000,490,2
240000,270,2
240000,380,2
240000,452,2
240000,347,2
240000,500,2
240000,200,2
240000,320,2
240000,350,2
240000,260,2
240000,340,2
240000,250,2
240000,200,2
240000,298,2
240000,282,2
240000,350,2
240000,300,2
240000,1,2
240000,200,2
240000,270,2
240000,400,2
240000,400,2
240000,750,2
240000,265,2
240000,200,2
240000,450,2
240000,690,2
240000,340,2
240000,375,2
240000,330,2
240000,440,2
240000,218,2
240000,610,2
240000,300,2
240000,50,2
240000,300,2
240000,290,2
240000,250,2
240000,450,2
240000,190,2
240000,340,2
240000,130,2
240000,230,2
240000,270,2
240000,200,2
242520,579,2
243000,290,2
243000,420,2
244000,350,2
244000,200,2
244000,303,2
244000,250,2
245000,230,2
245000,404,2
245000,250,2
245000,322,2
245000,250,2
245000,390,2
245000,650,2
245000,150,2
245000,260,2
245000,345,2
245000,256,2
245000,436,2
245000,70,2
245000,300,2
245000,230,2
245000,345,2
245000,299,2
245000,326,2
245000,360,2
245000,340,2
245000,150,2
245000,490,2
245000,280,2
245000,350,2
245000,230,2
245000,230,2
245000,330,2
245000,400,2
245000,200,2
247000,354,2
247000,220,2
248000,600,2
248000,75,2
248000,250,2
249000,280,2
249000,600,2
249000,289,2
249000,320,2
249000,320,2
249000,530,2
249000,212,2
249000,600,2
249900,270,2
249999,200,2
250000,360,2
250000,215,2
250000,330,2
250000,330,2
250000,350,2
250000,250,2
250000,650,2
250000,340,2
250000,385,2
250000,293,2
250000,300,2
250000,413,2
250000,400,2
250000,380,2
250000,1700,2
250000,370,2
250000,700,2
250000,250,2
250000,280,2
250000,460,2
250000,400,2
250000,100,2
250000,280,2
250000,480,2
250000,450,2
250000,400,2
250000,330,2
250000,260,2
250000,400,2
250000,318,2
250000,360,2
250000,400,2
250000,300,2
250000,300,2
250000,650,2
250000,320,2
250000,120,2
250000,380,2
250000,350,2
250000,400,2
250000,380,2
250000,300,2
250000,220,2
250000,380,2
250000,500,2
250000,600,2
250000,330,2
250000,460,2
250000,295,2
250000,240,2
250000,254,2
250000,150,2
250000,200,2
250000,450,2
250000,150,2
250000,400,2
250000,505,2
250000,250,2
250000,450,2
250000,280,2
250000,280,2
250000,385,2
250000,512,2
250000,700,2
250000,450,2
250000,1,2
250000,150,2
250000,50,2
250000,350,2
250000,180,2
250000,180,2
250000,230,2
250000,308,2
250000,400,2
250000,250,2
250000,400,2
250000,650,2
250000,305,2
250000,130,2
250000,343,2
250000,580,2
250000,410,2
250000,540,2
250000,595,2
250000,350,2
251000,200,2
252000,250,2
253000,320,2
254000,300,2
254000,367,2
254950,290,2
255000,550,2
255000,270,2
255000,285,2
255000,650,2
255000,240,2
255000,360,2
255000,38500,2
255000,290,2
255000,300,2
255000,280,2
255000,465,2
255000,400,2
255000,260,2
255000,250,2
255000,340,2
255000,300,2
255000,375,2
255000,250,2
255000,130,2
255000,320,2
255000,350,2
255000,300,2
255000,300,2
255000,260,2
256000,470,2
256000,225,2
256000,350,2
256025,390,2
256900,341,2
257000,360,2
258000,600,2
259000,310,2
259000,100,2
259999,385,2
260000,500,2
260000,370,2
260000,236,2
260000,250,2
260000,400,2
260000,400,2
260000,340,2
260000,1,2
260000,370,2
260000,350,2
260000,270,2
260000,515,2
260000,380,2
260000,390,2
260000,400,2
260000,330,2
260000,310,2
260000,280,2
260000,200,2
260000,450,2
260000,214,2
260000,250,2
260000,240,2
260000,331,2
260000,250,2
260000,170,2
260000,400,2
260000,300,2
260000,400,2
260000,370,2
260000,471,2
260000,200,2
260000,85,2
260000,400,2
260000,1,2
260000,300,2
260000,260,2
260000,350,2
260000,230,2
260000,450,2
260000,270,2
260000,380,2
260000,450,2
260000,350,2
260000,380,2
260000,590,2
260000,250,2
260000,350,2
260000,286,2
260000,450,2
260000,341,2
260000,456,2
260000,300,2
260000,370,2
260000,412,2
260000,70,2
260000,191,2
260000,150,2
260000,370,2
260000,500,2
260000,270,2
260000,360,2
260000,150,2
260000,332,2
260000,280,2
260000,230,2
260000,170,2
264000,330,2
264000,313,2
265000,425,2
265000,340,2
265000,4830,2
265000,100,2
265000,500,2
265000,544,2
265000,262,2
265000,460,2
265000,440,2
265000,400,2
265000,331,2
265000,420,2
265000,335,2
265000,240,2
265000,350,2
265000,262,2
265000,250,2
265000,100,2
265000,375,2
265000,250,2
265000,287,2
265000,320,2
265000,300,2
265000,450,2
265000,385,2
265000,290,2
265000,80,2
265000,280,2
265000,480,2
265000,570,2
265000,214,2
265000,560,2
265000,294,2
265000,315,2
265000,265,2
265000,499,2
268000,465,2
268000,260,2
268000,330,2
268000,402,2
268000,352,2
268000,230,2
268000,170,2
268480,400,2
268900,215,2
268900,215,2
269000,268,2
269000,350,2
269900,400,2
270000,432,2
270000,450,2
270000,220,2
270000,290,2
270000,580,2
270000,360,2
270000,390,2
270000,370,2
270000,285,2
270000,500,2
270000,162,2
270000,345,2
270000,310,2
270000,348,2
270000,480,2
270000,450,2
270000,600,2
270000,380,2
270000,454,2
270000,306,2
270000,330,2
270000,540,2
270000,370,2
270000,400,2
270000,358,2
270000,650,2
270000,282,2
270000,380,2
270000,280,2
270000,280,2
270000,390,2
270000,1650,2
270000,400,2
270000,440,2
270000,200,2
270000,325,2
270000,450,2
270000,480,2
270000,650,2
270000,400,2
270000,250,2
270000,62,2
270000,428,2
270000,380,2
270000,310,2
270000,400,2
270000,828,2
270000,300,2
270000,250,2
270000,550,2
270000,260,2
270000,320,2
272000,500,2
272000,300,2
273000,550,2
274000,316,2
275000,500,2
275000,430,2
275000,490,2
275000,480,2
275000,360,2
275000,330,2
275000,250,2
275000,350,2
275000,550,2
275000,350,2
275000,252,2
275000,350,2
275000,290,2
275000,250,2
275000,680,2
275000,340,2
275000,250,2
275000,450,2
275000,400,2
275000,360,2
275000,330,2
275000,400,2
275000,300,2
275000,430,2
275000,250,2
275000,544,2
275000,262,2
275000,380,2
275000,267,2
275000,320,2
275600,390,2
276000,201,2
276013,290,2
277000,320,2
278000,640,2
278000,370,2
279000,305,2
279000,450,2
279000,310,2
279000,320,2
279000,380,2
279000,360,2
279000,280,2
279000,450,2
279000,400,2
279000,70,2
279235,350,2
280000,540,2
280000,430,2
280000,340,2
280000,500,2
280000,380,2
280000,177,2
280000,600,2
280000,550,2
280000,390,2
280000,390,2
280000,380,2
280000,630,2
280000,309,2
280000,410,2
280000,543,2
280000,408,2
280000,150,2
280000,330,2
280000,280,2
280000,255,2
280000,400,2
280000,400,2
280000,450,2
280000,400,2
280000,570,2
280000,430,2
280000,440,2
280000,450,2
280000,642,2
280000,620,2
280000,363,2
280000,250,2
280000,450,2
280000,282,2
280000,380,2
280000,400,2
280000,260,2
280000,330,2
280000,413,2
280000,280,2
280000,480,2
280000,800,2
280000,620,2
280000,500,2
280000,80,2
280000,450,2
280000,380,2
280000,450,2
280000,330,2
280000,290,2
280000,360,2
280000,50,2
280000,50,2
280000,300,2
280000,350,2
280000,330,2
280000,540,2
280000,240,2
280000,460,2
280000,642,2
280000,435,2
280000,341,2
280000,320,2
280000,350,2
280000,180,2
280000,300,2
280000,420,2
280000,390,2
280000,350,2
280000,420,2
280000,50,2
280000,250,2
280000,250,2
280000,220,2
280000,420,2
283950,393,2
283950,393,2
284000,385,2
284000,320,2
285000,310,2
285000,500,2
285000,404,2
285000,310,2
285000,380,2
285000,480,2
285000,275,2
285000,400,2
285000,100,2
285000,198,2
285000,342,2
285000,477,2
285000,411,2
285000,250,2
285000,340,2
285000,386,2
285000,370,2
285000,400,2
286000,400,2
286000,390,2
287000,215,2
287000,350,2
287000,117,2
288000,225,2
288000,450,2
288166,350,2
289000,525,2
289000,160,2
289000,235,2
289900,719,2
290000,375,2
290000,540,2
290000,350,2
290000,350,2
290000,350,2
290000,345,2
290000,320,2
290000,570,2
290000,440,2
290000,371,2
290000,1,2
290000,1,2
290000,530,2
290000,4000,2
290000,400,2
290000,350,2
290000,350,2
290000,450,2
290000,400,2
290000,387,2
290000,460,2
290000,400,2
290000,360,2
290000,680,2
290000,480,2
290000,618,2
290000,450,2
290000,500,2
290000,380,2
290000,310,2
290000,600,2
290000,167,2
290000,360,2
290000,460,2
290000,190,2
290000,458,2
290000,180,2
290000,320,2
290000,220,2
290000,290,2
290000,850,2
290000,420,2
290000,370,2
290000,384,2
290000,650,2
290000,380,2
290000,271,2
290000,474,2
290000,390,2
290000,400,2
290000,330,2
290000,305,2
290000,280,2
294495,300,2
295000,350,2
295000,210,2
295000,400,2
295000,350,2
295000,425,2
295000,330,2
295000,450,2
295000,250,2
295000,380,2
295000,205,2
295000,300,2
295000,450,2
295000,390,2
295000,370,2
295000,350,2
295000,300,2
295000,220,2
295000,220,2
295000,299,2
295000,340,2
295000,450,2
295000,400,2
295000,280,2
295000,430,2
295000,300,2
296000,330,2
296000,408,2
296595,485,2
297000,536,2
297000,300,2
297000,302,2
297000,620,2
297000,380,2
298000,460,2
298000,350,2
298000,310,2
298000,330,2
298000,330,2
298000,512,2
298000,378,2
298000,333,2
298000,400,2
298700,175,2
299000,512,2
299000,400,2
299000,220,2
299000,350,2
299000,350,2
299000,380,2
299000,600,2
299000,300,2
299000,270,2
299000,200,2
299000,324,2
299900,574,2
299900,490,2
299999,320,2
300000,320,2
300000,320,2
300000,320,2
300000,450,2
300000,300,2
300000,2,2
300000,450,2
300000,350,2
300000,479,2
300000,320,2
300000,350,2
300000,1,2
300000,340,2
300000,350,2
300000,383,2
300000,409,2
300000,700,2
300000,270,2
300000,300,2
300000,350,2
300000,250,2
300000,510,2
300000,223,2
300000,390,2
300000,400,2
300000,860,2
300000,250,2
300000,300,2
300000,350,2
300000,300,2
300000,150,2
300000,350,2
300000,350,2
300000,400,2
300000,590,2
300000,480,2
300000,360,2
300000,615,2
300000,510,2
300000,480,2
300000,300,2
300000,250,2
300000,550,2
300000,650,2
300000,400,2
300000,320,2
300000,403,2
300000,680,2
300000,340,2
300000,250,2
300000,303,2
300000,1,2
300000,30,2
300000,650,2
300000,250,2
300000,530,2
300000,484,2
300000,350,2
300000,500,2
301000,400,2
301000,400,2
303000,250,2
303000,350,2
303000,380,2
304000,650,2
305000,450,2
305000,500,2
305000,360,2
305000,370,2
305000,260,2
305243,450,2
305939,100,2
306000,283,2
307000,300,2
307000,380,2
307000,380,2
307400,500,2
309000,360,2
309000,520,2
309000,520,2
309000,399,2
309010,450,2
309900,380,2
310000,520,2
310000,750,2
310000,499,2
310000,200,2
310000,180,2
310000,300,2
310000,1,2
310000,450,2
310000,360,2
310000,280,2
310000,550,2
310000,1515,2
310000,350,2
310000,900,2
310000,430,2
310000,550,2
310000,509,2
310000,430,2
310000,387,2
310000,700,2
310000,520,2
310000,400,2
310000,460,2
310000,500,2
310000,340,2
310000,558,2
310000,300,2
310000,470,2
310000,165,2
310000,305,2
310000,500,2
310000,400,2
310000,410,2
310000,359,2
310000,450,2
310000,444,2
310000,204,2
310000,100,2
310000,200,2
310000,420,2
310300,352,2
311000,400,2
313000,510,2
314484,380,2
315000,504,2
315000,495,2
315000,210,2
315000,350,2
315000,400,2
315000,385,2
315000,504,2
315000,495,2
315000,660,2
315000,180,2
315000,442,2
315000,270,2
315000,295,2
315000,295,2
315000,365,2
315000,850,2
315000,390,2
315000,312,2
315000,239,2
315000,380,2
316000,400,2
318000,480,2
318000,372,2
318000,450,2
318000,260,2
318000,400,2
318000,400,2
318000,320,2
319000,480,2
319000,460,2
319000,435,2
319000,520,2
319000,368,2
319000,425,2
319999,427,2
320000,150,2
320000,320,2
320000,290,2
320000,660,2
320000,6000,2
320000,373,2
320000,800,2
320000,290,2
320000,373,2
320000,150,2
320000,280,2
320000,350,2
320000,320,2
320000,670,2
320000,311,2
320000,535,2
320000,385,2
320000,350,2
320000,150,2
320000,238,2
320000,410,2
320000,290,2
320000,398,2
320000,350,2
320000,380,2
320000,500,2
320000,350,2
320000,495,2
320000,475,2
320000,450,2
320000,500,2
320000,373,2
320000,278,2
320000,450,2
320000,178,2
320000,317,2
320000,700,2
320000,300,2
320000,680,2
320000,950,2
320000,373,2
320000,450,2
320000,350,2
320000,495,2
320000,350,2
320000,300,2
320000,850,2
320000,540,2
320000,715,2
320000,400,2
320000,550,2
320000,350,2
320000,1,2
320000,450,2
320000,335,2
320000,480,2
320000,500,2
320000,450,2
320000,430,2
320000,490,2
320000,240,2
320000,176,2
320000,570,2
320000,380,2
320000,150,2
320000,400,2
320000,900,2
320000,750,2
320000,600,2
320000,290,2
320000,430,2
320000,470,2
320000,341,2
320000,520,2
320000,400,2
320000,1272,2
320000,340,2
320000,420,2
321000,450,2
323000,200,2
324500,358,2
324900,334,2
325000,350,2
325000,325,2
325000,70,2
325000,420,2
325000,516,2
325000,380,2
325000,70,2
325000,400,2
325000,280,2
325000,820,2
325000,442,2
325000,327,2
325000,70,2
325000,1150,2
327000,400,2
327000,180,2
328600,394,2
329000,180,2
329000,368,2
329900,580,2
330000,380,2
330000,350,2
330000,250,2
330000,608,2
330000,350,2
330000,300,2
330000,433,2
330000,400,2
330000,700,2
330000,350,2
330000,405,2
330000,260,2
330000,400,2
330000,390,2
330000,494,2
330000,527,2
330000,870,2
330000,380,2
330000,352,2
330000,560,2
330000,470,2
330000,330,2
330000,590,2
330000,400,2
330000,500,2
330000,400,2
330000,350,2
330000,284,2
330000,480,2
330000,460,2
330000,309,2
330000,520,2
330000,390,2
330000,400,2
330000,480,2
330000,481,2
330000,300,2
330000,350,2
330000,700,2
330000,544,2
330000,320,2
330000,350,2
330000,230,2
330000,600,2
330000,250,2
330000,160,2
330000,490,2
330000,495,2
330000,454,2
330000,380,2
330000,800,2
330000,350,2
332000,515,2
332000,400,2
332000,70,2
333000,400,2
334000,380,2
334000,200,2
335000,504,2
335000,650,2
335000,430,2
335000,504,2
335000,685,2
335000,490,2
335000,504,2
335000,450,2
335000,670,2
335000,650,2
335000,400,2
335000,450,2
335000,390,2
338000,372,2
338000,180,2
338000,300,2
339000,250,2
339000,900,2
340000,260,2
340000,435,2
340000,600,2
340000,320,2
340000,235,2
340000,600,2
340000,330,2
340000,850,2
340000,600,2
340000,600,2
340000,383,2
340000,350,2
340000,300,2
340000,262,2
340000,400,2
340000,330,2
340000,285,2
340000,400,2
340000,420,2
340000,250,2
340000,400,2
340000,440,2
340000,230,2
340000,120,2
340000,318,2
340000,520,2
340000,450,2
340000,350,2
340000,425,2
340000,430,2
340000,400,2
340000,80,2
340000,385,2
340000,250,2
340000,1170,2
340000,589,2
340000,485,2
340000,250,2
340000,470,2
340000,425,2
340000,1000,2
340000,390,2
340000,450,2
340000,470,2
340000,500,2
342000,600,2
342000,380,2
345000,400,2
345000,400,2
345000,350,2
345000,390,2
345000,200,2
345000,367,2
345200,400,2
345200,400,2
346200,969,2
348000,180,2
348859,360,2
349000,571,2
349000,307,2
349000,280,2
349000,450,2
350000,693,2
350000,550,2
350000,450,2
350000,649,2
350000,540,2
350000,280,2
350000,550,2
350000,350,2
350000,380,2
350000,400,2
350000,520,2
350000,430,2
350000,460,2
350000,600,2
350000,420,2
350000,375,2
350000,552,2
350000,425,2
350000,500,2
350000,525,2
350000,250,2
350000,1200,2
350000,584,2
350000,640,2
350000,1000,2
350000,540,2
350000,157,2
350000,500,2
350000,650,2
350000,650,2
350000,375,2
350000,580,2
350000,400,2
350000,210,2
350000,300,2
350000,492,2
350000,320,2
350000,450,2
350000,506,2
350000,300,2
350000,656,2
350000,638,2
350000,430,2
350000,800,2
350000,300,2
350000,316,2
350000,125,2
350000,110,2
350000,420,2
350000,650,2
350000,900,2
350000,190,2
350000,340,2
350000,420,2
350000,273,2
350000,500,2
350000,400,2
350000,600,2
350000,100,2
350000,578,2
350000,450,2
350000,390,2
350000,440,2
350000,368,2
350000,231,2
350000,537,2
350000,600,2
350000,260,2
350000,480,2
350000,380,2
350000,370,2
350000,500,2
350000,300,2
350000,770,2
350000,650,2
350000,440,2
350000,450,2
350000,415,2
350000,160,2
350000,400,2
350000,820,2
351000,546,2
353000,400,2
354000,360,2
354000,700,2
354264,342,2
355000,600,2
355000,220,2
355000,550,2
355000,575,2
355000,150,2
356000,487,2
357000,530,2
357000,190,2
357338,342,2
359900,415,2
360000,300,2
360000,260,2
360000,350,2
360000,400,2
360000,535,2
360000,350,2
360000,386,2
360000,64700,2
360000,250,2
360000,300,2
360000,790,2
360000,360,2
360000,600,2
360000,600,2
360000,400,2
360000,450,2
360000,350,2
360000,400,2
360000,510,2
360000,500,2
360000,350,2
360000,389,2
360000,516,2
360000,48249,2
360000,400,2
360000,260,2
360000,500,2
360000,400,2
360000,390,2
360000,540,2
360000,330,2
360000,300,2
360000,600,2
360000,618,2
360000,712,2
360000,1,2
360000,240,2
360000,480,2
360000,640,2
360000,300,2
360000,630,2
360000,473,2
360000,160,2
360000,350,2
360400,420,2
363823,200,2
364000,700,2
365000,150,2
365000,500,2
365000,645,2
365000,600,2
365000,450,2
365000,490,2
365000,555,2
365000,150,2
365000,350,2
365000,590,2
365000,360,2
365000,350,2
368000,250,2
369000,476,2
369000,300,2
369000,640,2
370000,337,2
370000,600,2
370000,500,2
370000,145,2
370000,420,2
370000,150,2
370000,450,2
370000,413,2
370000,367,2
370000,933,2
370000,300,2
370000,350,2
370000,520,2
370000,680,2
370000,680,2
370000,680,2
370000,415,2
370000,399,2
370000,500,2
370000,525,2
370000,350,2
370000,670,2
370000,608,2
370000,300,2
370000,460,2
370000,800,2
370000,876,2
370000,600,2
370000,550,2
370000,424,2
370000,390,2
370000,400,2
370000,325,2
370000,600,2
370000,563,2
370000,449,2
370000,750,2
371000,626,2
371000,482,2
371316,497,2
372000,353,2
372000,260,2
372500,514,2
373000,566,2
373000,150,2
373000,647,2
374000,240,2
374000,480,2
375000,390,2
375000,300,2
375000,500,2
375000,350,2
375000,205,2
375000,90,2
375000,758,2
375000,522,2
375000,245,2
375000,640,2
375000,680,2
375000,260,2
375000,390,2
375000,438,2
375000,550,2
375000,350,2
375000,350,2
375000,649,2
375000,460,2
375000,450,2
378000,560,2
378000,112,2
379000,400,2
379000,520,2
379000,597,2
379000,415,2
379000,300,2
379000,506,2
379000,350,2
379000,430,2
379990,550,2
379999,750,2
379999,450,2
380000,607,2
380000,650,2
380000,655,2
380000,90,2
380000,424,2
380000,380,2
380000,376,2
380000,300,2
380000,620,2
380000,700,2
380000,350,2
380000,580,2
380000,380,2
380000,400,2
380000,170,2
380000,500,2
380000,550,2
380000,890,2
380000,390,2
380000,330,2
380000,600,2
380000,180,2
380000,420,2
380000,6000,2
380000,670,2
380000,380,2
380000,508,2
380000,412,2
380000,630,2
380000,616,2
380000,340,2
380000,550,2
380000,480,2
380000,370,2
380000,545,2
380000,270,2
380000,680,2
380000,300,2
380000,250,2
380000,367,2
380000,310,2
380000,530,2
380000,400,2
380000,450,2
380000,450,2
380000,650,2
380000,600,2
380000,580,2
380000,390,2
380000,250,2
380000,550,2
380000,440,2
380028,550,2
382000,330,2
382000,210,2
384000,340,2
385000,650,2
385000,550,2
385000,500,2
385000,650,2
385000,1,2
385000,590,2
385000,363,2
385000,400,2
385000,550,2
385000,500,2
387000,115,2
387000,526,2
389300,370,2
390000,500,2
390000,470,2
390000,700,2
390000,500,2
390000,590,2
390000,800,2
390000,1700,2
390000,247,2
390000,200,2
390000,522,2
390000,680,2
390000,290,2
390000,726,2
390000,625,2
390000,480,2
390000,740,2
390000,800,2
390000,120,2
390000,538,2
390000,350,2
390000,750,2
390000,200,2
390000,1,2
390000,421,2
390000,480,2
390000,280,2
390000,600,2
390000,427,2
390000,870,2
390000,713,2
390000,450,2
393000,300,2
393944,482,2
395000,420,2
395000,325,2
395000,450,2
395000,380,2
395000,600,2
